audio_file,audio_url,target_word,participant_id,l1_condition,pronunciation_condition,stimulus_list,word_number,condition,talker,take_number,spoken_form,practice_note,source_format,counterbalance_word_number,source_word_number,global_speaker_id,old_speaker_id,proposed_speaker_id,old_relative_path,osf_audio_file,original_pronunciation_label,source_pass_number,trial_number,talker_label
main/chn/accented/chn_s01/chn_s01_accented_pass03_word023_tweezers_take01_trial0123.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word023_tweezers_take01_trial0123.wav,tweezers,chn_s01,CHN,accented,,1,main,spk021,1,tweezers,,osf_crosswalk_osf,1,23,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word023_tweezers_take01_trial0123_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word023_tweezers_take01_trial0123.wav,intermediate_accent,03,123,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word002_persimmon_take01_trial0102.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word002_persimmon_take01_trial0102.wav,persimmon,chn_s01,CHN,accented,,2,main,spk021,1,persimmon,,osf_crosswalk_osf,2,2,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word002_persimmon_take01_trial0102_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word002_persimmon_take01_trial0102.wav,intermediate_accent,03,102,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word016_thermometer_take01_trial0116.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word016_thermometer_take01_trial0116.wav,thermometer,chn_s01,CHN,accented,,3,main,spk021,1,thermometer,,osf_crosswalk_osf,3,16,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word016_thermometer_take01_trial0116_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word016_thermometer_take01_trial0116.wav,intermediate_accent,03,116,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word047_razor_take01_trial0147.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word047_razor_take01_trial0147.wav,razor,chn_s01,CHN,accented,,4,main,spk021,1,razor,,osf_crosswalk_osf,4,47,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word047_razor_take01_trial0147_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word047_razor_take01_trial0147.wav,intermediate_accent,03,147,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word005_mantis_take01_trial0105.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word005_mantis_take01_trial0105.wav,mantis,chn_s01,CHN,accented,,5,main,spk021,1,mantis,,osf_crosswalk_osf,5,5,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word005_mantis_take01_trial0105_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word005_mantis_take01_trial0105.wav,intermediate_accent,03,105,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word050_pacifier_take01_trial0150.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word050_pacifier_take01_trial0150.wav,pacifier,chn_s01,CHN,accented,,6,main,spk021,1,pacifier,,osf_crosswalk_osf,6,50,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word050_pacifier_take01_trial0150_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word050_pacifier_take01_trial0150.wav,intermediate_accent,03,150,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word033_podium_take01_trial0133.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word033_podium_take01_trial0133.wav,podium,chn_s01,CHN,accented,,7,main,spk021,1,podium,,osf_crosswalk_osf,7,33,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word033_podium_take01_trial0133_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word033_podium_take01_trial0133.wav,intermediate_accent,03,133,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word030_labyrinth_take02_trial0130.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word030_labyrinth_take02_trial0130.wav,labyrinth,chn_s01,CHN,accented,,8,main,spk021,2,labyrinth,,osf_crosswalk_osf,8,30,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word030_labyrinth_take02_trial0130_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word030_labyrinth_take02_trial0130.wav,intermediate_accent,03,130,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word045_loquat_take01_trial0145.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word045_loquat_take01_trial0145.wav,loquat,chn_s01,CHN,accented,,9,main,spk021,1,loquat,,osf_crosswalk_osf,9,45,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word045_loquat_take01_trial0145_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word045_loquat_take01_trial0145.wav,intermediate_accent,03,145,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word026_scapula_take01_trial0126.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word026_scapula_take01_trial0126.wav,scapula,chn_s01,CHN,accented,,10,main,spk021,1,scapula,,osf_crosswalk_osf,10,26,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word026_scapula_take01_trial0126_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word026_scapula_take01_trial0126.wav,intermediate_accent,03,126,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word006_burdock_take01_trial0106.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word006_burdock_take01_trial0106.wav,burdock,chn_s01,CHN,accented,,11,main,spk021,1,burdock,,osf_crosswalk_osf,11,6,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word006_burdock_take01_trial0106_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word006_burdock_take01_trial0106.wav,intermediate_accent,03,106,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word018_protractor_take01_trial0118.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word018_protractor_take01_trial0118.wav,protractor,chn_s01,CHN,accented,,12,main,spk021,1,protractor,,osf_crosswalk_osf,12,18,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word018_protractor_take01_trial0118_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word018_protractor_take01_trial0118.wav,intermediate_accent,03,118,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word014_acorn_take01_trial0114.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word014_acorn_take01_trial0114.wav,acorn,chn_s01,CHN,accented,,13,main,spk021,1,acorn,,osf_crosswalk_osf,13,14,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word014_acorn_take01_trial0114_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word014_acorn_take01_trial0114.wav,intermediate_accent,03,114,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word034_scalpel_take01_trial0134.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word034_scalpel_take01_trial0134.wav,scalpel,chn_s01,CHN,accented,,14,main,spk021,1,scalpel,,osf_crosswalk_osf,14,34,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word034_scalpel_take01_trial0134_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word034_scalpel_take01_trial0134.wav,intermediate_accent,03,134,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word042_cocoon_take01_trial0142.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word042_cocoon_take01_trial0142.wav,cocoon,chn_s01,CHN,accented,,15,main,spk021,1,cocoon,,osf_crosswalk_osf,15,42,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word042_cocoon_take01_trial0142_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word042_cocoon_take01_trial0142.wav,intermediate_accent,03,142,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word009_cicada_take01_trial0109.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word009_cicada_take01_trial0109.wav,cicada,chn_s01,CHN,accented,,16,main,spk021,1,cicada,,osf_crosswalk_osf,16,9,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word009_cicada_take01_trial0109_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word009_cicada_take01_trial0109.wav,intermediate_accent,03,109,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word029_toboggan_take01_trial0129.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word029_toboggan_take01_trial0129.wav,toboggan,chn_s01,CHN,accented,,17,main,spk021,1,toboggan,,osf_crosswalk_osf,17,29,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word029_toboggan_take01_trial0129_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word029_toboggan_take01_trial0129.wav,intermediate_accent,03,129,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word048_chisel_take01_trial0148.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word048_chisel_take01_trial0148.wav,chisel,chn_s01,CHN,accented,,18,main,spk021,1,chisel,,osf_crosswalk_osf,18,48,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word048_chisel_take01_trial0148_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word048_chisel_take01_trial0148.wav,intermediate_accent,03,148,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word039_casket_take01_trial0139.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word039_casket_take01_trial0139.wav,casket,chn_s01,CHN,accented,,19,main,spk021,1,casket,,osf_crosswalk_osf,19,39,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word039_casket_take01_trial0139_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word039_casket_take01_trial0139.wav,intermediate_accent,03,139,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word038_detergent_take01_trial0138.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word038_detergent_take01_trial0138.wav,detergent,chn_s01,CHN,accented,,20,main,spk021,1,detergent,,osf_crosswalk_osf,20,38,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word038_detergent_take01_trial0138_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word038_detergent_take01_trial0138.wav,intermediate_accent,03,138,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word041_nostril_take03_trial0141.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word041_nostril_take03_trial0141.wav,nostril,chn_s01,CHN,accented,,21,main,spk021,3,nostril,,osf_crosswalk_osf,21,41,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word041_nostril_take03_trial0141_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word041_nostril_take03_trial0141.wav,intermediate_accent,03,141,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word015_rickshaw_take01_trial0115.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word015_rickshaw_take01_trial0115.wav,rickshaw,chn_s01,CHN,accented,,22,main,spk021,1,rickshaw,,osf_crosswalk_osf,22,15,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word015_rickshaw_take01_trial0115_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word015_rickshaw_take01_trial0115.wav,intermediate_accent,03,115,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word035_capelin_take01_trial0135.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word035_capelin_take01_trial0135.wav,capelin,chn_s01,CHN,accented,,23,main,spk021,1,capelin,,osf_crosswalk_osf,23,35,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word035_capelin_take01_trial0135_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word035_capelin_take01_trial0135.wav,intermediate_accent,03,135,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word027_lotus_take01_trial0127.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word027_lotus_take01_trial0127.wav,lotus,chn_s01,CHN,accented,,24,main,spk021,1,lotus,,osf_crosswalk_osf,24,27,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word027_lotus_take01_trial0127_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word027_lotus_take01_trial0127.wav,intermediate_accent,03,127,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word022_tadpole_take01_trial0122.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word022_tadpole_take01_trial0122.wav,tadpole,chn_s01,CHN,accented,,25,main,spk021,1,tadpole,,osf_crosswalk_osf,25,22,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word022_tadpole_take01_trial0122_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word022_tadpole_take01_trial0122.wav,intermediate_accent,03,122,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word021_burglar_take01_trial0121.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word021_burglar_take01_trial0121.wav,burglar,chn_s01,CHN,accented,,26,main,spk021,1,burglar,,osf_crosswalk_osf,26,21,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word021_burglar_take01_trial0121_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word021_burglar_take01_trial0121.wav,intermediate_accent,03,121,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word010_xylophone_take01_trial0110.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word010_xylophone_take01_trial0110.wav,xylophone,chn_s01,CHN,accented,,27,main,spk021,1,xylophone,,osf_crosswalk_osf,27,10,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word010_xylophone_take01_trial0110_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word010_xylophone_take01_trial0110.wav,intermediate_accent,03,110,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word040_walrus_take01_trial0140.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word040_walrus_take01_trial0140.wav,walrus,chn_s01,CHN,accented,,28,main,spk021,1,walrus,,osf_crosswalk_osf,28,40,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word040_walrus_take01_trial0140_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word040_walrus_take01_trial0140.wav,intermediate_accent,03,140,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word013_icicle_take01_trial0113.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word013_icicle_take01_trial0113.wav,icicle,chn_s01,CHN,accented,,29,main,spk021,1,icicle,,osf_crosswalk_osf,29,13,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word013_icicle_take01_trial0113_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word013_icicle_take01_trial0113.wav,intermediate_accent,03,113,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word019_abalone_take01_trial0119.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word019_abalone_take01_trial0119.wav,abalone,chn_s01,CHN,accented,,30,main,spk021,1,abalone,,osf_crosswalk_osf,30,19,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word019_abalone_take01_trial0119_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word019_abalone_take01_trial0119.wav,intermediate_accent,03,119,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word049_porcupine_take01_trial0149.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word049_porcupine_take01_trial0149.wav,porcupine,chn_s01,CHN,accented,,31,main,spk021,1,porcupine,,osf_crosswalk_osf,31,49,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word049_porcupine_take01_trial0149_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word049_porcupine_take01_trial0149.wav,intermediate_accent,03,149,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word008_carousel_take01_trial0108.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word008_carousel_take01_trial0108.wav,carousel,chn_s01,CHN,accented,,32,main,spk021,1,carousel,,osf_crosswalk_osf,32,8,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word008_carousel_take01_trial0108_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word008_carousel_take01_trial0108.wav,intermediate_accent,03,108,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word011_faucet_take01_trial0111.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word011_faucet_take01_trial0111.wav,faucet,chn_s01,CHN,accented,,33,main,spk021,1,faucet,,osf_crosswalk_osf,33,11,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word011_faucet_take01_trial0111_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word011_faucet_take01_trial0111.wav,intermediate_accent,03,111,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word004_cobweb_take01_trial0104.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word004_cobweb_take01_trial0104.wav,cobweb,chn_s01,CHN,accented,,34,main,spk021,1,cobweb,,osf_crosswalk_osf,34,4,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word004_cobweb_take01_trial0104_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word004_cobweb_take01_trial0104.wav,intermediate_accent,03,104,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word032_pylon_take01_trial0132.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word032_pylon_take01_trial0132.wav,pylon,chn_s01,CHN,accented,,35,main,spk021,1,pylon,,osf_crosswalk_osf,35,32,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word032_pylon_take01_trial0132_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word032_pylon_take01_trial0132.wav,intermediate_accent,03,132,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word031_pupa_take01_trial0131.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word031_pupa_take01_trial0131.wav,pupa,chn_s01,CHN,accented,,36,main,spk021,1,pupa,,osf_crosswalk_osf,36,31,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word031_pupa_take01_trial0131_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word031_pupa_take01_trial0131.wav,intermediate_accent,03,131,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word001_binoculars_take01_trial0101.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word001_binoculars_take01_trial0101.wav,binoculars,chn_s01,CHN,accented,,37,main,spk021,1,binoculars,,osf_crosswalk_osf,37,1,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word001_binoculars_take01_trial0101_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word001_binoculars_take01_trial0101.wav,intermediate_accent,03,101,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word044_spatula_take01_trial0144.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word044_spatula_take01_trial0144.wav,spatula,chn_s01,CHN,accented,,38,main,spk021,1,spatula,,osf_crosswalk_osf,38,44,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word044_spatula_take01_trial0144_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word044_spatula_take01_trial0144.wav,intermediate_accent,03,144,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word003_lawnmower_take01_trial0103.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word003_lawnmower_take01_trial0103.wav,lawnmower,chn_s01,CHN,accented,,39,main,spk021,1,lawnmower,,osf_crosswalk_osf,39,3,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word003_lawnmower_take01_trial0103_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word003_lawnmower_take01_trial0103.wav,intermediate_accent,03,103,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word012_ladle_take01_trial0112.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word012_ladle_take01_trial0112.wav,ladle,chn_s01,CHN,accented,,40,main,spk021,1,ladle,,osf_crosswalk_osf,40,12,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word012_ladle_take01_trial0112_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word012_ladle_take01_trial0112.wav,intermediate_accent,03,112,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word017_raccoon_take01_trial0117.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word017_raccoon_take01_trial0117.wav,raccoon,chn_s01,CHN,accented,,41,main,spk021,1,raccoon,,osf_crosswalk_osf,41,17,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word017_raccoon_take01_trial0117_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word017_raccoon_take01_trial0117.wav,intermediate_accent,03,117,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word025_syringe_take01_trial0125.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word025_syringe_take01_trial0125.wav,syringe,chn_s01,CHN,accented,,42,main,spk021,1,syringe,,osf_crosswalk_osf,42,25,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word025_syringe_take01_trial0125_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word025_syringe_take01_trial0125.wav,intermediate_accent,03,125,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word028_catapult_take01_trial0128.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word028_catapult_take01_trial0128.wav,catapult,chn_s01,CHN,accented,,43,main,spk021,1,catapult,,osf_crosswalk_osf,43,28,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word028_catapult_take01_trial0128_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word028_catapult_take01_trial0128.wav,intermediate_accent,03,128,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word020_treadmill_take01_trial0120.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word020_treadmill_take01_trial0120.wav,treadmill,chn_s01,CHN,accented,,44,main,spk021,1,treadmill,,osf_crosswalk_osf,44,20,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word020_treadmill_take01_trial0120_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word020_treadmill_take01_trial0120.wav,intermediate_accent,03,120,f1_aria
main/chn/accented/chn_s01/chn_s01_accented_pass03_word046_wardrobe_take01_trial0146.wav,https://pub-c26f53c7e40c448db5847c2079933f52.r2.dev/main/chn/accented/chn_s01/chn_s01_accented_pass03_word046_wardrobe_take01_trial0146.wav,wardrobe,chn_s01,CHN,accented,,45,main,spk021,1,wardrobe,,osf_crosswalk_osf,45,46,spk021,C2,chn_s01,CHN/C2_Accented/c2_chinese_pass03_intermediate_accent_word046_wardrobe_take01_trial0146_talker_f1_aria.wav,main/chn/accented/chn_s01/chn_s01_accented_pass03_word046_wardrobe_take01_trial0146.wav,intermediate_accent,03,146,f1_aria
